,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,kaitangata,-46.2817,169.8464,55.0,76,100,13.0,NZ,1619728647
1,rikitea,-23.1203,-134.9692,76.48,68,99,10.13,PF,1619728648
2,hilo,19.7297,-155.09,80.6,57,20,3.44,US,1619728381
3,hermanus,-34.4187,19.2345,55.99,74,80,3.0,ZA,1619728648
4,ushuaia,-54.8,-68.3,42.8,56,20,5.75,AR,1619728650
5,caravelas,-17.7125,-39.2481,74.66,78,60,11.25,BR,1619728651
6,victoria,22.2855,114.1577,73.99,85,100,3.89,HK,1619728651
7,vaini,-21.2,-175.2,75.2,100,90,10.36,TO,1619728651
8,khandyga,62.6667,135.6,31.26,99,100,2.51,RU,1619728652
9,barrow,71.2906,-156.7887,21.2,86,90,9.22,US,1619728653
10,bunia,1.5667,30.25,65.43,84,99,0.81,CD,1619728654
11,longyearbyen,78.2186,15.6401,21.2,58,40,13.8,SJ,1619728654
12,hithadhoo,-0.6,73.0833,83.52,72,96,8.37,MV,1619728655
13,kitimat,54.0524,-128.6534,50.0,96,100,2.51,CA,1619728655
14,winneba,5.3511,-0.6231,82.4,83,0,9.22,GH,1619728655
15,banda aceh,5.5577,95.3222,79.99,79,89,2.19,ID,1619728656
16,yellowknife,62.456,-114.3525,28.0,59,20,11.5,CA,1619728656
17,punta arenas,-53.15,-70.9167,42.8,75,75,3.44,CL,1619728656
18,kodiak,57.79,-152.4072,42.8,81,90,5.75,US,1619728657
19,saint anthony,45.0205,-93.218,66.99,26,1,17.27,US,1619728657
20,bima,-8.4667,118.7167,71.8,88,65,3.47,ID,1619728658
21,atuona,-9.8,-139.0333,79.07,72,4,5.75,PF,1619728658
22,ketchikan,55.3422,-131.6461,48.2,93,90,27.63,US,1619728658
23,cape town,-33.9258,18.4232,57.0,82,0,5.75,ZA,1619728551
24,mahebourg,-20.4081,57.7,77.0,83,75,14.97,MU,1619728659
25,salvador,13.8333,-88.9167,86.0,61,40,14.97,SV,1619728660
26,los llanos de aridane,28.6585,-17.9182,69.8,68,20,3.44,ES,1619728660
27,pringsewu,-5.3582,104.9744,73.92,97,99,3.13,ID,1619728660
28,bethel,41.3712,-73.414,66.2,82,90,6.91,US,1619728661
29,qaanaaq,77.484,-69.3632,26.8,74,90,7.29,GL,1619728662
30,vardo,70.3705,31.1107,28.4,74,75,12.66,NO,1619728663
31,vostok,46.4856,135.8833,36.64,50,79,3.29,RU,1619728664
32,dikson,73.5069,80.5464,-2.13,99,96,7.23,RU,1619728664
33,new norfolk,-42.7826,147.0587,54.0,94,75,5.75,AU,1619728664
34,dolinsk,47.35,142.8,35.6,93,90,11.18,RU,1619728665
35,khatanga,71.9667,102.5,30.13,94,100,8.3,RU,1619728665
36,mar del plata,-38.0023,-57.5575,71.6,60,0,17.27,AR,1619728611
37,jamestown,42.097,-79.2353,54.0,94,90,12.66,US,1619728666
38,mount isa,-20.7333,139.5,64.4,59,40,6.91,AU,1619728666
39,georgetown,5.4112,100.3354,80.01,94,20,5.75,MY,1619728667
40,narsaq,60.9167,-46.05,44.6,61,20,5.75,GL,1619728667
41,kemi,65.8596,24.8228,32.0,86,0,4.61,FI,1619728667
42,korla,41.7597,86.1469,68.7,16,0,5.03,CN,1619728668
43,kapaa,22.0752,-159.319,77.0,61,1,11.5,US,1619728668
44,riyadh,24.6877,46.7219,80.6,22,0,4.61,SA,1619728537
45,thompson,55.7435,-97.8558,33.8,40,75,14.97,CA,1619728669
46,port alfred,-33.5906,26.891,64.45,75,100,12.41,ZA,1619728669
47,powell river,49.8496,-124.5361,59.0,67,90,9.22,CA,1619728670
48,sokolo,14.7328,-6.1219,100.29,18,88,3.33,ML,1619728671
49,avera,33.194,-82.5271,82.4,54,40,9.22,US,1619728554
50,mataura,-46.1927,168.8643,52.0,87,100,8.99,NZ,1619728672
51,coahuayana,18.7333,-103.6833,84.2,48,90,9.22,MX,1619728673
52,zunyi,27.6867,106.9072,58.48,81,5,2.62,CN,1619728674
53,touros,-5.1989,-35.4608,80.6,78,75,9.22,BR,1619728675
54,colomi,-17.35,-65.8667,73.4,33,40,3.44,BO,1619728676
55,whittlesea,-32.1759,26.8244,52.38,92,100,3.83,ZA,1619728678
56,hobart,-42.8794,147.3294,54.0,94,75,5.75,AU,1619728678
57,aspindza,41.5739,43.2483,53.19,85,100,1.34,GE,1619728679
58,kenai,60.5544,-151.2583,42.8,93,90,16.11,US,1619728679
59,torbay,47.6666,-52.7314,48.0,66,75,9.22,CA,1619728528
60,aracaju,-10.9111,-37.0717,82.4,69,40,9.22,BR,1619728682
61,chokurdakh,70.6333,147.9167,3.72,98,95,3.29,RU,1619728683
62,melfi,40.9965,15.6514,54.0,77,17,1.01,IT,1619728684
63,kutum,14.2,24.6667,80.13,12,54,8.43,SD,1619728684
64,arraial do cabo,-22.9661,-42.0278,69.8,83,75,5.75,BR,1619728684
65,san quintin,30.4833,-115.95,71.04,51,0,11.86,MX,1619728685
66,husavik,66.0449,-17.3389,37.4,87,20,13.8,IS,1619728685
67,bengkulu,-3.8004,102.2655,75.45,91,91,5.01,ID,1619728687
68,duncan,34.5023,-97.9578,71.01,64,1,17.27,US,1619728691
69,axim,4.8699,-2.2405,81.27,79,100,5.37,GH,1619728691
70,carnarvon,-24.8667,113.6333,69.8,88,40,8.05,AU,1619728692
71,bredasdorp,-34.5322,20.0403,55.4,82,96,4.61,ZA,1619728692
72,severo-kurilsk,50.6789,156.125,36.41,86,43,4.36,RU,1619728692
73,xuddur,4.1213,43.8894,75.88,80,95,9.69,SO,1619728693
74,tuktoyaktuk,69.4541,-133.0374,23.0,74,20,17.27,CA,1619728693
75,haverfordwest,51.8017,-4.9691,46.0,79,18,4.0,GB,1619728694
76,qaqortoq,60.7167,-46.0333,44.6,61,20,5.75,GL,1619728694
77,balabac,7.9868,117.0645,81.55,78,46,10.22,PH,1619728694
78,luzhou,28.8724,105.4405,67.23,79,0,1.66,CN,1619728696
79,xacmaz,41.4635,48.806,56.26,60,100,2.75,AZ,1619728698
80,phan thiet,10.9333,108.1,76.32,86,28,5.59,VN,1619728698
81,avarua,-21.2078,-159.775,82.4,83,20,8.05,CK,1619728698
82,marrakesh,31.6315,-8.0083,68.0,52,75,12.66,MA,1619728699
83,butaritari,3.0707,172.7902,83.21,76,100,15.82,KI,1619728699
84,namatanai,-3.6667,152.4333,79.99,81,64,5.26,PG,1619728700
85,faanui,-16.4833,-151.75,81.5,73,68,7.31,PF,1619728700
86,bongandanga,1.5,21.05,71.17,97,100,2.89,CD,1619728700
87,cabo san lucas,22.8909,-109.9124,84.0,35,1,9.22,MX,1619728550
88,port blair,11.6667,92.75,81.0,77,100,4.99,IN,1619728702
89,isangel,-19.55,169.2667,68.0,100,75,15.17,VU,1619728703
90,beringovskiy,63.05,179.3167,28.45,70,93,3.38,RU,1619728703
91,hamilton,39.1834,-84.5333,66.2,88,90,13.8,US,1619728704
92,norman wells,65.282,-126.8329,41.0,38,75,11.5,CA,1619728704
93,sisophon,13.5859,102.9737,76.98,88,100,3.96,KH,1619728705
94,pisco,-13.7,-76.2167,69.01,83,0,9.22,PE,1619728706
95,new delhi,28.6128,77.2311,93.99,32,40,3.44,IN,1619728707
96,shishou,29.7226,112.419,64.24,82,0,10.4,CN,1619728710
97,lompoc,34.6391,-120.4579,79.0,49,8,16.11,US,1619728563
98,qui nhon,13.7667,109.2333,74.97,90,100,5.23,VN,1619728710
99,eureka,40.8021,-124.1637,62.01,73,100,7.0,US,1619728711
100,tuatapere,-46.1333,167.6833,52.0,87,97,8.99,NZ,1619728711
101,egvekinot,66.3167,-179.1667,21.92,76,9,2.06,RU,1619728712
102,fairbanks,64.8378,-147.7164,46.4,49,90,2.53,US,1619728493
103,palanpur,24.1667,72.4333,82.62,32,16,2.73,IN,1619728714
104,coquimbo,-29.9533,-71.3436,62.6,67,0,13.8,CL,1619728716
105,esperance,-33.8667,121.9,60.8,82,90,18.41,AU,1619728717
106,fernie,49.5,-115.0687,60.8,48,100,11.5,CA,1619728717
107,celestun,20.8667,-90.4,90.77,52,18,11.07,MX,1619728718
108,saint-pierre,-21.3393,55.4781,75.2,83,7,5.75,RE,1619728718
109,bluff,-46.6,168.3333,52.0,87,77,8.99,NZ,1619728719
110,ahipara,-35.1667,173.1667,59.54,71,0,2.91,NZ,1619728719
111,kuhdasht,33.535,47.6061,65.01,27,0,5.41,IR,1619728719
112,puerto ayora,-0.7393,-90.3518,80.6,74,40,19.57,EC,1619728720
113,hofn,64.2539,-15.2082,39.72,78,91,5.44,IS,1619728720
114,ponta do sol,32.6667,-17.1,57.99,71,67,6.96,PT,1619728721
115,vila velha,-20.3297,-40.2925,73.4,83,90,17.27,BR,1619728721
116,cayenne,4.9333,-52.3333,84.2,70,75,5.75,GF,1619728721
117,busselton,-33.65,115.3333,48.99,98,69,10.16,AU,1619728722
118,chuy,-33.6971,-53.4616,60.96,70,0,3.15,UY,1619728722
119,kirakira,-10.4544,161.9205,81.01,77,98,7.65,SB,1619728723
120,havelock,34.8791,-76.9013,80.6,54,1,19.57,US,1619728724
121,verkhoshizhemye,58.011,49.1038,31.42,81,44,4.14,RU,1619728724
122,uaua,-9.8414,-39.4817,79.48,60,98,14.65,BR,1619728726
123,bend,44.0582,-121.3153,80.01,15,100,3.0,US,1619728458
124,hasaki,35.7333,140.8333,59.0,82,75,8.05,JP,1619728728
125,sal rei,16.1833,-22.9167,73.4,73,40,17.27,CV,1619728730
126,yuci,37.6803,112.7319,46.4,46,0,6.71,CN,1619728730
127,bhadrachalam,17.6667,80.8833,81.32,46,0,3.56,IN,1619728730
128,broken hill,-31.95,141.4333,55.4,47,0,9.22,AU,1619728731
129,asau,46.4333,26.4,48.99,66,9,4.9,RO,1619728731
130,sahuaripa,29.05,-109.2333,83.34,13,10,8.19,MX,1619728732
131,okhotsk,59.3833,143.3,33.53,86,95,2.13,RU,1619728732
132,saucillo,28.0167,-105.2833,74.37,14,13,11.3,MX,1619728732
133,zhanakorgan,43.9098,67.2495,74.19,39,90,15.05,KZ,1619728733
134,cherskiy,68.75,161.3,21.16,93,100,5.66,RU,1619728733
135,sao jose da coroa grande,-8.8978,-35.1478,78.35,83,87,8.75,BR,1619728733
136,boa vista,2.8197,-60.6733,84.2,65,75,4.61,BR,1619728734
137,lano,10.1725,11.4715,91.33,24,63,2.46,NG,1619728734
138,komyshnya,50.1859,33.684,46.11,69,50,7.81,UA,1619728735
139,mana,5.6592,-53.7767,77.74,85,43,10.09,GF,1619728735
140,waitati,-45.75,170.5667,54.0,85,100,14.0,NZ,1619728735
141,lannion,48.75,-3.4167,44.6,76,0,3.44,FR,1619728736
142,port elizabeth,-33.918,25.5701,57.2,94,90,12.66,ZA,1619728736
143,normandin,48.8333,-72.5321,62.6,31,2,3.44,CA,1619728736
144,tasiilaq,65.6145,-37.6368,32.0,93,75,4.61,GL,1619728737
145,ribeira grande,38.5167,-28.7,59.0,72,20,9.22,PT,1619728737
146,vestmannaeyjar,63.4427,-20.2734,44.01,78,98,9.33,IS,1619728737
147,sobolevo,54.4299,31.8996,43.81,82,100,9.57,RU,1619728738
148,itarema,-2.9248,-39.9167,77.86,84,85,10.11,BR,1619728738
149,albany,42.6001,-73.9662,57.0,90,100,2.42,US,1619728571
150,atar,20.5169,-13.0499,86.47,28,100,8.37,MR,1619728739
151,solnechnyy,50.7214,136.6319,32.29,85,99,8.23,RU,1619728739
152,nanortalik,60.1432,-45.2371,39.38,80,13,8.37,GL,1619728739
153,sisimiut,66.9395,-53.6735,37.4,74,100,3.4,GL,1619728740
154,saskylakh,71.9167,114.0833,26.53,92,100,9.31,RU,1619728740
155,urumqi,43.801,87.6005,68.0,21,0,11.18,CN,1619728687
156,iqaluit,63.7506,-68.5145,33.8,93,90,10.36,CA,1619728447
157,novoagansk,61.9449,76.6625,34.38,96,94,5.61,RU,1619728741
158,saint-philippe,-21.3585,55.7679,75.2,83,38,5.75,RE,1619728741
159,dawson creek,55.7666,-120.2362,60.8,48,90,13.8,CA,1619728724
160,beni,0.5,29.4667,63.37,94,100,1.1,CD,1619728742
161,assare,-6.8744,-39.875,72.3,88,88,1.14,BR,1619728742
162,spencer,43.1414,-95.1444,69.8,21,1,23.02,US,1619728742
163,westport,41.1415,-73.3579,66.0,87,90,10.36,US,1619728456
164,prainha,-1.8,-53.48,82.89,65,67,3.4,BR,1619728743
165,mogocha,53.7333,119.7667,28.67,93,83,4.63,RU,1619728743
166,tianpeng,30.9866,103.9393,66.99,1,36,4.47,CN,1619728744
167,port lincoln,-34.7333,135.8667,63.01,67,15,10.4,AU,1619728570
168,boyabat,41.4689,34.7667,59.34,77,42,0.92,TR,1619728744
169,dalbandin,28.8947,64.4101,78.24,28,92,1.63,PK,1619728744
170,rabat,33.9911,-6.8401,64.0,63,40,3.44,MA,1619728745
171,puksoozero,62.5903,40.6066,30.31,84,100,5.64,RU,1619728745
172,steinbach,50.1667,8.5667,46.99,61,0,9.22,DE,1619728712
173,hovd,48.0056,91.6419,54.57,40,57,7.85,MN,1619728746
174,la ronge,55.1001,-105.2842,41.0,28,9,11.5,CA,1619728746
175,ormara,25.2088,64.6357,82.24,64,2,6.62,PK,1619728746
176,east london,-33.0153,27.9116,64.78,82,100,10.02,ZA,1619728747
177,codrington,-38.2667,141.9667,51.53,78,0,7.29,AU,1619728748
178,olafsvik,64.8945,-23.7142,41.02,75,100,3.74,IS,1619728748
179,upernavik,72.7868,-56.1549,33.51,65,89,2.75,GL,1619728749
180,krasnoselkup,65.7,82.4667,31.17,90,98,14.65,RU,1619728512
181,vysokogornyy,50.1167,139.15,34.0,98,100,1.86,RU,1619728749
182,havre-saint-pierre,50.2334,-63.5986,50.0,57,75,12.66,CA,1619728749
183,coihaique,-45.5752,-72.0662,62.6,63,40,10.36,CL,1619728750
184,mirpur sakro,24.5474,67.6277,82.4,74,20,11.5,PK,1619728750
185,kavieng,-2.5744,150.7967,82.58,74,47,6.98,PG,1619728750
186,barinas,8.6226,-70.2075,76.68,80,100,8.5,VE,1619728751
187,provideniya,64.3833,-173.3,30.2,64,0,4.47,RU,1619728751
188,huarmey,-10.0681,-78.1522,72.5,73,3,10.96,PE,1619728752
189,mayo,38.8876,-76.5119,82.0,61,75,8.05,US,1619728752
190,miri,4.4148,114.0089,77.0,94,40,2.3,MY,1619728693
191,ravar,31.2656,56.8055,76.01,31,100,4.32,IR,1619728753
192,sitka,57.0531,-135.33,48.2,87,90,13.8,US,1619728753
193,lorengau,-2.0226,147.2712,81.21,78,28,4.18,PG,1619728754
194,srednekolymsk,67.45,153.6833,28.67,94,100,6.15,RU,1619728754
195,namibe,-15.1961,12.1522,75.74,68,84,5.35,AO,1619728754
196,cabra,37.4725,-4.4421,59.0,65,49,3.94,ES,1619728755
197,dafeng,23.4517,108.5881,66.87,73,21,1.79,CN,1619728755
198,flin flon,54.7682,-101.865,41.0,26,1,13.8,CA,1619728755
199,araripina,-7.5761,-40.4983,73.67,77,97,5.3,BR,1619728756
200,talnakh,69.4865,88.3972,27.14,95,98,4.56,RU,1619728756
201,guiyang,26.5833,106.7167,53.6,82,0,2.24,CN,1619728584
202,west wendover,40.7391,-114.0733,71.6,23,1,9.22,US,1619728757
203,lebu,-37.6167,-73.65,59.83,84,97,7.11,CL,1619728758
204,leningradskiy,69.3833,178.4167,25.16,92,100,5.1,RU,1619728758
205,kamoke,31.9744,74.2244,82.4,44,40,5.75,PK,1619728759
206,gualeguaychu,-33.0094,-58.5172,64.72,63,0,5.57,AR,1619728503
207,pareora,-44.4871,171.2132,55.99,54,100,4.79,NZ,1619728760
208,taltal,-25.4,-70.4833,66.7,72,9,7.31,CL,1619728760
209,caimito,8.8123,-75.4107,85.44,62,98,6.67,CO,1619728761
210,magugu,-4.0167,35.7667,64.51,93,59,3.85,TZ,1619728762
211,san cristobal,7.7669,-72.225,75.2,100,75,5.75,VE,1619728762
212,nikolskoye,59.7035,30.7861,35.6,55,0,4.47,RU,1619728763
213,savona,44.3,8.2667,60.01,99,98,0.6,IT,1619728763
214,kahului,20.8947,-156.47,80.6,78,40,12.66,US,1619728764
215,babu,24.4167,111.5167,63.5,84,4,1.16,CN,1619728764
216,katsuura,35.1333,140.3,59.0,91,90,5.7,JP,1619728764
217,nueva gerona,21.8833,-82.8,85.37,58,9,14.18,CU,1619728589
218,tiksi,71.6872,128.8694,30.22,83,91,8.81,RU,1619728765
219,barrancabermeja,7.0653,-73.8547,79.25,79,100,1.21,CO,1619728677
220,ayan,56.45,138.1667,31.84,69,99,7.92,RU,1619728766
221,mount gambier,-37.8333,140.7667,48.2,93,0,6.91,AU,1619728767
222,paamiut,61.994,-49.6678,37.11,84,4,7.76,GL,1619728767
223,praia da vitoria,38.7333,-27.0667,62.6,55,20,9.98,PT,1619728768
224,laksham,23.2472,91.1425,77.72,87,2,6.98,BD,1619728768
225,castro,-24.7911,-50.0119,58.23,70,7,6.13,BR,1619728768
226,naze,28.3667,129.4833,63.19,73,0,10.65,JP,1619728769
227,rawson,-43.3002,-65.1023,67.64,49,98,5.19,AR,1619728663
228,prince albert,53.2001,-105.7677,50.0,18,40,19.57,CA,1619728769
229,prado,-17.3411,-39.2208,75.09,81,18,11.03,BR,1619728770
230,brae,60.3964,-1.353,41.0,75,75,10.36,GB,1619728770
231,richards bay,-28.783,32.0377,72.77,84,80,12.95,ZA,1619728655
232,kinshasa,-4.3246,15.3215,78.8,83,75,13.8,CD,1619728569
233,wahiawa,21.5028,-158.0236,78.01,68,90,5.75,US,1619728771
234,vargashi,55.3556,65.8467,41.13,65,7,9.75,RU,1619728771
235,killybegs,54.6333,-8.45,44.6,76,40,8.05,IE,1619728771
236,dakar,14.6937,-17.4441,69.8,88,0,16.11,SN,1619728632
237,ibra,22.6906,58.5334,79.57,37,97,4.9,OM,1619728772
238,bambous virieux,-20.3428,57.7575,77.0,83,75,14.97,MU,1619728772
239,taiyuan,37.8694,112.5603,46.4,46,0,6.71,CN,1619728773
240,half moon bay,37.4636,-122.4286,72.0,82,40,13.8,US,1619728591
241,lugoba,-6.45,38.3333,70.5,98,100,3.65,TZ,1619728774
242,sola,-13.8833,167.55,81.3,64,100,21.85,VU,1619728774
243,dharchula,29.85,80.5333,61.41,54,20,8.48,IN,1619728774
244,pokhara,28.2333,83.9833,72.36,22,24,7.54,NP,1619728742
245,burnie,-41.0667,145.9167,52.0,94,56,1.99,AU,1619728775
246,college,64.8569,-147.8028,46.4,49,75,8.05,US,1619728775
247,salinas,36.6777,-121.6555,69.8,46,1,16.11,US,1619728776
248,tilichiki,60.4667,166.1,31.62,99,100,0.54,RU,1619728776
249,lethem,3.3803,-59.7968,86.95,58,67,7.16,GY,1619728776
250,erzin,36.9559,36.2,66.0,86,11,1.79,TR,1619728777
251,san patricio,28.017,-97.5169,86.0,70,90,3.56,US,1619728777
252,portland,45.5234,-122.6762,73.99,37,75,4.61,US,1619727968
253,zaysan,47.4667,84.8667,64.0,25,21,7.56,KZ,1619728778
254,russellville,35.2784,-93.1338,73.4,73,75,6.91,US,1619728778
255,kamenka,51.3223,42.7678,42.01,62,16,6.85,RU,1619728778
256,guerrero negro,27.9769,-114.0611,76.55,38,0,13.73,MX,1619728779
257,kahuta,33.5913,73.3868,81.0,40,75,3.0,PK,1619728779
258,klaksvik,62.2266,-6.589,37.4,60,90,12.66,FO,1619728780
259,yako,12.9667,-2.2667,97.9,16,86,6.6,BF,1619728780
260,saint george,37.1041,-113.5841,82.0,13,1,4.61,US,1619728780
261,lloydminster,53.2835,-110.0016,42.8,49,90,4.61,CA,1619728781
262,deputatskiy,69.3,139.9,16.21,99,79,2.77,RU,1619728781
263,ulaangom,49.9811,92.0667,49.08,47,49,3.98,MN,1619728781
264,inhambane,-23.865,35.3833,75.2,88,20,4.61,MZ,1619728782
265,rincon,32.296,-81.2354,88.0,42,75,14.97,US,1619728782
266,sioux lookout,50.1001,-91.917,42.8,56,75,11.5,CA,1619728547
267,matay,28.419,30.7792,82.8,20,26,9.28,EG,1619728783
268,yar-sale,66.8333,70.8333,22.19,95,100,7.81,RU,1619728783
269,port hedland,-20.3167,118.5667,71.6,60,0,6.91,AU,1619728784
270,duluth,46.7833,-92.1066,63.0,33,1,17.27,US,1619728779
271,gigmoto,13.7796,124.39,74.73,82,100,2.37,PH,1619728784
272,belaya gora,68.5333,146.4167,27.25,85,99,1.97,RU,1619728785
273,honningsvag,70.9821,25.9704,28.4,93,90,17.27,NO,1619728785
274,kabul,34.5,69.4167,62.6,42,0,3.44,AF,1619728714
